fbud,Feature.Systematic.Name,t7.8,t10.7,t14,t17.8,t22,t26.8,t32.2,t38.4,t45.4,t53.3,t62.2,t72.3,tRowSum,,hours,St7.8,St10.7,St14,St17.8,St22,St26.8,St32.2,St38.4,St45.4,St53.3,St62.2,,tDifSum,,absSt1,absSt2,absSt3,absSt4,absSt5,absSt6,absSt7,absSt8,absSt9,absSt10,absSt11,ABStsum,,tMin,tMax,tRange,,buds,,tn7.8,tn10.7,tn14,tn17.8,tn22,tn26.8,tn32.2,tn38.4,tn45.4,tn53.3,tn62.2,tn72.3,,p7.8,p10.7,p14,p17.8,p22,p26.8,p32.2,p38.4,p45.4,p53.3,p62.2,p72.3,,hours,,StSlopeDifs,pSopeDifs-tSlopeDifs,,,,Sp-St7.8,Sp-St10.7,Sp-St14,Sp-St17.8,Sp-St22,Sp-St26.8,Sp-St32.2,Sp-St38.4,Sp-St45.4,Sp-St53.3,Sp-St62.2,SpSlopeDifs,,ABSSp-St7.8,ABSSp-St10.7,ABSSp-St14,ABSSp-St17.8,ABSSp-St22,ABSSp-St26.8,ABSSp-St32.2,ABSSp-St38.4,ABSSp-St45.4,ABSSp-St53.3,ABSSp-St62.2,SumABSSp-St,buds,,,,,Sp7.8,Sp10.7,Sp14,Sp17.8,Sp22,Sp26.8,Sp32.2,Sp38.4,Sp45.4,Sp53.3,Sp62.2,,pSlopeSum,,ABSSp7.8,ABSSp10.7,ABSSp14,ABSSp17.8,ABSSp22,ABSSp26.8,ABSSp32.2,ABSSp38.4,ABSSp45.4,ABSSp53.3,ABSSp62.2,ABSpSlopeSome,,buds,,pn7.8,pn10.7,pn14,pn17.8,pn22,pn26.8,pn32.2,pn38.4,pn45.4,pn53.3,pn62.2,pn72.3,,pMin,pMax,pRange,,p-tn7.8,p-tn10.7,p-tn14,p-tn17.8,p-tn22,p-tn26.8,p-tn32.2,p-tn38.4,p-tn45.4,p-tn53.3,p-tn62.2,p-tn72.3,SDp-tn,,,ABSp-tn7.8,ABSp-tn10.7,ABSp-tn14,ABSp-tn17.8,ABSp-tn22,ABSp-tn26.8,ABSp-tn32.2,ABSp-tn38.4,ABSp-tn45.4,ABSp-tn53.3,ABSp-tn62.2,ABSp-tn72.3,SDABSp-t,,,tA,pA,tA/pA,tR/pR,Averages/Ranges,tM/tR,pM/pR,t/p
NUP2,YLR335W,63,63,63,62,61,60,60,59,60,61,63,65,740,,,0,0,-0.263157895,-0.238095238,-0.208333333,0,-0.161290323,0.142857143,0.126582278,0.224719101,0.198019802,,-0.178698464,,0,0,0.263157895,-0.238095238,0.208333333,0,0.161290323,0.142857143,0.126582278,0.224719101,0.198019802,1.086864637,,59,65,6,,28,,0.666666667,0.666666667,0.666666667,0.5,0.333333333,0.166666667,0.166666667,0,0.166666667,0.333333333,0.666666667,1,,184,172,159,141,113,113,112,108,80,54,34,29,,,,-0.178698464,-29.53146685,,,,-4.137931034,-3.939393939,-4.473684211,-6.428571429,0.208333333,-0.185185185,-0.483870968,-3.68716094,-3.417721519,-2.471910112,-0.693069307,-29.71016531,,4.137931034,3.939393939,4.473684211,6.428571429,0.208333333,0.185185185,0.483870968,3.68716094,3.417721519,2.471910112,0.693069307,30.12683198,28,,,,,-4.137931034,-3.939393939,-4.736842105,-6.666666667,0,-0.185185185,-0.64516129,-3.544303797,-3.291139241,-2.247191011,-0.495049505,,-29.88886378,,4.137931034,3.939393939,4.736842105,6.666666667,0,0.185185185,0.64516129,3.544303797,3.291139241,2.247191011,0.495049505,29.88886378,,28,,1,0.922580645,0.838709677,0.722580645,0.541935484,0.541935484,0.535483871,0.509677419,0.329032258,0.161290323,0.032258065,0,,29,184,155,,0.333333333,0.255913978,0.172043011,0.222580645,0.208602151,0.375268817,0.368817204,0.509677419,0.162365591,-0.172043011,-0.634408602,-1,,,,0.333333333,0.255913978,0.172043011,0.222580645,0.208602151,0.375268817,0.368817204,0.509677419,0.162365591,0.172043011,0.634408602,1,,,,62,108,1,0,13,10,1,8
IMD4,YML056C,246,244,239,233,216,212,212,219,228,224,208,173,2654,,,-0.689655172,0.46728972,-1.578947368,-4.047619048,-0.833333333,0,1.129032258,1.285714286,-0.506329114,-1.797752809,-3.465346535,,-10.03694712,,0.689655172,1.724137931,1.578947368,-4.047619048,0.833333333,0,1.129032258,1.285714286,0.506329114,1.797752809,3.465346535,8.962629759,,173,246,73,,28,,1,0.97260274,0.904109589,0.821917808,0.589041096,0.534246575,0.534246575,0.630136986,0.753424658,0.698630137,0.479452055,0,,12,13,14,15,16,18,17,16,16,17,17,16,,,,-10.03694712,21.32076879,,,,1.034482759,-0.164259417,1.842105263,4.285714286,1.25,-0.185185185,-1.290322581,-1.285714286,0.632911392,1.797752809,3.366336634,11.28382167,,1.034482759,0.164259417,1.842105263,4.285714286,1.25,0.185185185,1.290322581,1.285714286,0.632911392,1.797752809,3.366336634,17.13478461,28,,,,,0.344827586,0.303030303,0.263157895,0.238095238,0.416666667,-0.185185185,-0.161290323,0,0.126582278,0,-0.099009901,,1.246874558,,0.344827586,0.303030303,0.263157895,0.238095238,0.416666667,0.185185185,0.161290323,0,0.126582278,0,0.099009901,2.137845376,,28,,0,0.166666667,0.333333333,0.5,0.666666667,1,0.833333333,0.666666667,0.666666667,0.833333333,0.833333333,0.666666667,,12,18,6,,-1,-0.805936073,-0.570776256,-0.321917808,0.077625571,0.465753425,0.299086758,0.03652968,-0.086757991,0.134703196,0.353881279,0.666666667,,,,1,0.805936073,0.570776256,0.321917808,0.077625571,0.465753425,0.299086758,0.03652968,0.086757991,0.134703196,0.353881279,0.666666667,,,,221,15,14,14,1,3,3,1
PFK2,YMR205C,304,299,292,284,270,264,262,271,271,268,261,248,3294,,,-1.724137931,0.654205607,-2.105263158,-3.333333333,-1.25,-0.37037037,1.451612903,0,-0.379746835,-0.786516854,-1.287128713,,-9.130678684,,1.724137931,2.413793103,2.105263158,-3.333333333,1.25,0.37037037,1.451612903,0,0.379746835,0.786516854,1.287128713,8.435236535,,248,304,56,,28,,1,0.910714286,0.785714286,0.642857143,0.392857143,0.285714286,0.25,0.410714286,0.410714286,0.357142857,0.232142857,0,,2136,2176,2242,2350,2540,2689,2776,2837,2871,2885,2811,2595,,,,-9.130678684,159.0803002,,,,15.51724138,19.34579439,30.52631579,48.57142857,32.29166667,16.48148148,8.387096774,4.303797468,2.151898734,-7.528089888,-20.0990099,149.9496215,,15.51724138,19.34579439,30.52631579,48.57142857,32.29166667,16.48148148,8.387096774,4.303797468,2.151898734,7.528089888,20.0990099,205.203821,28,,,,,13.79310345,20,28.42105263,45.23809524,31.04166667,16.11111111,9.838709677,4.303797468,1.772151899,-8.314606742,-21.38613861,,140.8189428,,13.79310345,20,28.42105263,45.23809524,31.04166667,16.11111111,9.838709677,4.303797468,1.772151899,8.314606742,21.38613861,200.2204335,,28,,0,0.053404539,0.141522029,0.285714286,0.539385848,0.738317757,0.85447263,0.935914553,0.981308411,1,0.901201602,0.612817089,,2136,2885,749,,-1,-0.857309746,-0.644192256,-0.357142857,0.146528705,0.452603471,0.60447263,0.525200267,0.570594126,0.642857143,0.669058745,0.612817089,,,,1,0.857309746,0.644192256,0.357142857,0.146528705,0.452603471,0.60447263,0.525200267,0.570594126,0.642857143,0.669058745,0.612817089,,,,275,2576,0,0,5,5,1,5
MON2,YNL297C,10,10,10,10,10,10,10,10,10,9,9,8,116,,,0,0,0,0,0,0,0,0,-0.126582278,0,-0.099009901,,-0.225592179,,0,0,0,0,0,0,0,0,0.126582278,0,0.099009901,0.225592179,,8,10,2,,28,,1,1,1,1,1,1,1,1,1,0.5,0.5,0,,4,4,4,4,5,5,5,5,5,5,5,5,,,,-0.225592179,0.689279597,,,,0,0,0,0.238095238,0,0,0,0,0.126582278,0,0.099009901,0.463687418,,0,0,0,0.238095238,0,0,0,0,0.126582278,0,0.099009901,0.463687418,28,,,,,0,0,0,0.238095238,0,0,0,0,0,0,0,,0.238095238,,0,0,0,0.238095238,0,0,0,0,0,0,0,0.238095238,,28,,0,0,0,0,1,1,1,1,1,1,1,1,,4,5,1,,-1,-1,-1,-1,0,0,0,0,0,0.5,0.5,1,,,,1,1,1,1,0,0,0,0,0,0.5,0.5,1,,,,9,5,2,1,2,5,3,2
ABP1,YCR088W,69,65,61,57,54,52,53,58,53,49,45,44,660,,,-1.379310345,0.373831776,-1.052631579,-0.714285714,-0.416666667,0.185185185,0.806451613,-0.714285714,-0.506329114,-0.449438202,-0.099009901,,-3.966488662,,1.379310345,1.379310345,1.052631579,-0.714285714,0.416666667,0.185185185,0.806451613,0.714285714,0.506329114,0.449438202,0.099009901,6.274332951,,44,69,25,,28,,1,0.84,0.68,0.52,0.4,0.32,0.36,0.56,0.36,0.2,0.04,0,,1173,1045,899,705,439,357,341,385,409,408,406,398,,,,-3.966488662,-205.8882709,,,,-42.75862069,-44.61625602,-50,-62.61904762,-16.66666667,-3.148148148,6.290322581,3.752260398,0.379746835,0.224719101,-0.693069307,-209.8547595,,42.75862069,44.61625602,50,62.61904762,16.66666667,3.148148148,6.290322581,3.752260398,0.379746835,0.224719101,0.693069307,231.1488574,28,,,,,-44.13793103,-44.24242424,-51.05263158,-63.33333333,-17.08333333,-2.962962963,7.096774194,3.037974684,-0.126582278,-0.224719101,-0.792079208,,-213.8212482,,44.13793103,44.24242424,51.05263158,63.33333333,17.08333333,2.962962963,7.096774194,3.037974684,0.126582278,0.224719101,0.792079208,234.090746,,28,,1,0.846153846,0.670673077,0.4375,0.117788462,0.019230769,0,0.052884615,0.081730769,0.080528846,0.078125,0.068509615,,341,1173,832,,0,0.006153846,-0.009326923,-0.0825,-0.282211538,-0.300769231,-0.36,-0.507115385,-0.278269231,-0.119471154,0.038125,0.068509615,,,,0,0.006153846,0.009326923,0.0825,0.282211538,0.300769231,0.36,0.507115385,0.278269231,0.119471154,0.038125,0.068509615,,,,55,580,0,0,4,3,1,3
AIM9,YER080W,32,30,29,28,28,27,27,28,24,21,19,18,311,,,-0.689655172,0.093457944,-0.263157895,0,-0.208333333,0,0.161290323,-0.571428571,-0.379746835,-0.224719101,-0.099009901,,-2.181302543,,0.689655172,0.344827586,0.263157895,0,0.208333333,0,0.161290323,0.571428571,0.379746835,0.224719101,0.099009901,2.942168718,,18,32,14,,28,,1,0.857142857,0.785714286,0.714285714,0.714285714,0.642857143,0.642857143,0.714285714,0.428571429,0.214285714,0.071428571,0,,200,204,208,213,218,218,208,194,185,179,175,175,,,,-2.181302543,3.00221356,,,,2.068965517,1.118663268,1.578947368,1.19047619,0.208333333,-1.851851852,-2.419354839,-0.567811935,-0.379746835,-0.224719101,0.099009901,0.820911017,,2.068965517,1.118663268,1.578947368,1.19047619,0.208333333,1.851851852,2.419354839,0.567811935,0.379746835,0.224719101,0.099009901,11.70788014,28,,,,,1.379310345,1.212121212,1.315789474,1.19047619,0,-1.851851852,-2.258064516,-1.139240506,-0.759493671,-0.449438202,0,,-1.360391526,,1.379310345,1.212121212,1.315789474,1.19047619,0,1.851851852,2.258064516,1.139240506,0.759493671,0.449438202,0,11.55578597,,28,,0.581395349,0.674418605,0.76744186,0.88372093,1,1,0.76744186,0.441860465,0.23255814,0.093023256,0,0,,175,218,43,,-0.418604651,-0.182724252,-0.018272425,0.169435216,0.285714286,0.357142857,0.124584718,-0.272425249,-0.196013289,-0.121262458,-0.071428571,0,,,,0.418604651,0.182724252,0.018272425,0.169435216,0.285714286,0.357142857,0.124584718,0.272425249,0.196013289,0.121262458,0.071428571,0,,,,26,198,0,0,2,2,1,2
MRPS35,YGR165W,27,26,25,24,23,22,21,19,16,15,16,20,254,,,-0.344827586,0.093457944,-0.263157895,-0.238095238,-0.208333333,-0.185185185,-0.322580645,-0.428571429,-0.126582278,0.112359551,0.396039604,,-1.515476491,,0.344827586,0.344827586,0.263157895,-0.238095238,0.208333333,0.185185185,0.322580645,0.428571429,0.126582278,0.112359551,0.396039604,2.494369854,,15,27,12,,28,,1,0.916666667,0.833333333,0.75,0.666666667,0.583333333,0.5,0.333333333,0.083333333,0,0.083333333,0.416666667,,11,11,12,12,12,13,13,13,14,14,15,15,,,,-1.515476491,3.781258448,,,,0.344827586,0.209572359,0.263157895,0.238095238,0.416666667,0.185185185,0.322580645,0.555153707,0.126582278,0,-0.396039604,2.265781957,,0.344827586,0.209572359,0.263157895,0.238095238,0.416666667,0.185185185,0.322580645,0.555153707,0.126582278,0,0.396039604,3.057861165,28,,,,,0,0.303030303,0,0,0.208333333,0,0,0.126582278,0,0.112359551,0,,0.750305465,,0,0.303030303,0,0,0.208333333,0,0,0.126582278,0,0.112359551,0,0.750305465,,28,,0,0,0.25,0.25,0.25,0.5,0.5,0.5,0.75,0.75,1,1,,11,15,4,,-1,-0.916666667,-0.583333333,-0.5,-0.416666667,-0.083333333,0,0.166666667,0.666666667,0.75,0.916666667,0.583333333,,,,1,0.916666667,0.583333333,0.5,0.416666667,0.083333333,0,0.166666667,0.666666667,0.75,0.916666667,0.583333333,,,,21,13,2,3,1,2,4,1
AMD1,YML035C,29,28,26,25,23,23,23,26,24,21,19,18,285,,,-0.344827586,0.186915888,-0.263157895,-0.476190476,0,0,0.483870968,-0.285714286,-0.379746835,-0.224719101,-0.099009901,,-1.402579225,,0.344827586,0.689655172,0.263157895,-0.476190476,0,0,0.483870968,0.285714286,0.379746835,0.224719101,0.099009901,2.294511268,,18,29,11,,28,,1,0.909090909,0.727272727,0.636363636,0.454545455,0.454545455,0.454545455,0.727272727,0.545454545,0.272727273,0.090909091,0,,14,14,14,14,14,13,12,11,10,9,9,9,,,,-1.402579225,1.997185052,,,,0.344827586,-0.186915888,0.263157895,0.476190476,-0.208333333,-0.185185185,-0.64516129,0.159132007,0.253164557,0.224719101,0.099009901,0.594605827,,0.344827586,0.186915888,0.263157895,0.476190476,0.208333333,0.185185185,0.64516129,0.159132007,0.253164557,0.224719101,0.099009901,3.04579722,28,,,,,0,0,0,0,-0.208333333,-0.185185185,-0.161290323,-0.126582278,-0.126582278,0,0,,-0.807973398,,0,0,0,0,0.208333333,0.185185185,0.161290323,0.126582278,0.126582278,0,0,0.807973398,,28,,1,1,1,1,1,0.8,0.6,0.4,0.2,0,0,0,,9,14,5,,0,0.090909091,0.272727273,0.363636364,0.545454545,0.345454545,0.145454545,-0.327272727,-0.345454545,-0.272727273,-0.090909091,0,,,,0,0.090909091,0.272727273,0.363636364,0.545454545,0.345454545,0.145454545,0.327272727,0.345454545,0.272727273,0.090909091,0,,,,24,12,2,2,1,3,3,1
MAF1,YDR005C,51,50,49,48,48,45,42,40,37,34,31,30,505,,,-0.344827586,0.093457944,-0.263157895,0,-0.625,-0.555555556,-0.322580645,-0.428571429,-0.379746835,-0.337078652,-0.099009901,,-3.262070554,,0.344827586,0.344827586,0.263157895,0,0.625,0.555555556,0.322580645,0.428571429,0.379746835,0.337078652,0.099009901,3.700356085,,30,51,21,,28,,1,0.952380952,0.904761905,0.857142857,0.857142857,0.714285714,0.571428571,0.476190476,0.333333333,0.19047619,0.047619048,0,,4,5,5,5,5,4,3,2,2,2,3,5,,,,-3.262070554,6.624539207,,,,0.689655172,-0.093457944,0.263157895,0,0.416666667,0.37037037,0.161290323,0.428571429,0.379746835,0.449438202,0.297029703,3.362468652,,0.689655172,0.093457944,0.263157895,0,0.416666667,0.37037037,0.161290323,0.428571429,0.379746835,0.449438202,0.297029703,3.54938454,28,,,,,0.344827586,0,0,0,-0.208333333,-0.185185185,-0.161290323,0,0,0.112359551,0.198019802,,0.100398098,,0.344827586,0,0,0,0.208333333,0.185185185,0.161290323,0,0,0.112359551,0.198019802,1.21001578,,28,,0.666666667,1,1,1,1,0.666666667,0.333333333,0,0,0,0.333333333,1,,2,5,3,,-0.333333333,0.047619048,0.095238095,0.142857143,0.142857143,-0.047619048,-0.238095238,-0.476190476,-0.333333333,-0.19047619,0.285714286,1,,,,0.333333333,0.047619048,0.095238095,0.142857143,0.142857143,0.047619048,0.238095238,0.476190476,0.333333333,0.19047619,0.285714286,1,,,,42,4,12,7,2,2,2,1
UBP14,YBR058C,30,30,30,29,28,28,28,27,26,26,27,30,339,,,0,0,-0.263157895,-0.238095238,0,0,-0.161290323,-0.142857143,0,0.112359551,0.297029703,,-0.396011345,,0,0,0.263157895,-0.238095238,0,0,0.161290323,0.142857143,0,0.112359551,0.297029703,0.738599376,,26,30,4,,28,,1,1,1,0.75,0.5,0.5,0.5,0.25,0,0,0.25,1,,10,10,10,10,10,11,11,12,12,12,13,12,,,,-0.396011345,1.174995995,,,,0,0,0.263157895,0.238095238,0.208333333,0,0.322580645,0.142857143,0,0,-0.396039604,0.77898465,,0,0,0.263157895,0.238095238,0.208333333,0,0.322580645,0.142857143,0,0,0.396039604,1.571063858,28,,,,,0,0,0,0,0.208333333,0,0.161290323,0,0,0.112359551,-0.099009901,,0.382973305,,0,0,0,0,0.208333333,0,0.161290323,0,0,0.112359551,0.099009901,0.580993107,,28,,0,0,0,0,0,0.333333333,0.333333333,0.666666667,0.666666667,0.666666667,1,0.666666667,,10,13,3,,-1,-1,-1,-0.75,-0.5,-0.166666667,-0.166666667,0.416666667,0.666666667,0.666666667,0.75,-0.333333333,,,,1,1,1,0.75,0.5,0.166666667,0.166666667,0.416666667,0.666666667,0.666666667,0.75,0.333333333,,,,28,11,3,2,2,6,4,2
HOS3,YPL116W,17,17,18,18,20,20,20,24,23,22,19,15,233,,,0,-0.093457944,0,0.476190476,0,0,0.64516129,-0.142857143,-0.126582278,-0.337078652,-0.396039604,,0.025336146,,0,0.344827586,0,0.476190476,0,0,0.64516129,0.142857143,0.126582278,0.337078652,0.396039604,2.46873703,,15,24,9,,28,,0.222222222,0.222222222,0.333333333,0.333333333,0.555555556,0.555555556,0.555555556,1,0.888888889,0.777777778,0.444444444,0,,7,7,7,7,7,8,8,9,8,8,9,11,,,,0.025336146,0.502748439,,,,0,0.093457944,0,-0.476190476,0.208333333,0,-0.483870968,0.016274864,0.126582278,0.449438202,0.594059406,0.528084584,,0,0.093457944,0,0.476190476,0.208333333,0,0.483870968,0.016274864,0.126582278,0.449438202,0.594059406,2.448207472,28,,,,,0,0,0,0,0.208333333,0,0.161290323,-0.126582278,0,0.112359551,0.198019802,,0.55342073,,0,0,0,0,0.208333333,0,0.161290323,0.126582278,0,0.112359551,0.198019802,0.806585287,,28,,0,0,0,0,0,0.25,0.25,0.5,0.25,0.25,0.5,1,,7,11,4,,-0.222222222,-0.222222222,-0.333333333,-0.333333333,-0.555555556,-0.305555556,-0.305555556,-0.5,-0.638888889,-0.527777778,0.055555556,1,,,,0.222222222,0.222222222,0.333333333,0.333333333,0.555555556,0.305555556,0.305555556,0.5,0.638888889,0.527777778,0.055555556,1,,,,19,8,2,2,1,3,3,1
VAN1,YML115C,55,55,56,57,59,60,61,62,64,65,65,65,724,,,0,-0.093457944,0.263157895,0.476190476,0.208333333,0.185185185,0.161290323,0.285714286,0.126582278,0,0,,1.612995832,,0,0.344827586,0.263157895,0.476190476,0.208333333,0.185185185,0.161290323,0.285714286,0.126582278,0,0,2.051281362,,55,65,10,,28,,0,0,0.1,0.2,0.4,0.5,0.6,0.7,0.9,1,1,1,,14,14,14,13,12,10,9,8,9,10,10,9,,,,1.612995832,-4.336232316,,,,0,0.093457944,-0.526315789,-0.714285714,-0.625,-0.37037037,-0.322580645,-0.159132007,0,0,-0.099009901,-2.723236484,,0,0.093457944,0.526315789,0.714285714,0.625,0.37037037,0.322580645,0.159132007,0,0,0.099009901,2.910152371,28,,,,,0,0,-0.263157895,-0.238095238,-0.416666667,-0.185185185,-0.161290323,0.126582278,0.126582278,0,-0.099009901,,-1.110240651,,0,0,0.263157895,0.238095238,0.416666667,0.185185185,0.161290323,0.126582278,0.126582278,0,0.099009901,1.616569765,,28,,1,1,1,0.833333333,0.666666667,0.333333333,0.166666667,0,0.166666667,0.333333333,0.333333333,0.166666667,,8,14,6,,1,1,0.9,0.633333333,0.266666667,-0.166666667,-0.433333333,-0.7,-0.733333333,-0.666666667,-0.666666667,-0.833333333,,,,1,1,0.9,0.633333333,0.266666667,0.166666667,0.433333333,0.7,0.733333333,0.666666667,0.666666667,0.833333333,,,,60,11,5,2,3,6,2,3
HMG2,YLR450W,20,20,20,21,22,21,20,19,17,17,18,20,235,,,0,0,0.263157895,0.238095238,-0.208333333,-0.185185185,-0.161290323,-0.285714286,0,0.112359551,0.198019802,,-0.028890641,,0,0,0.263157895,0.238095238,0.208333333,0.185185185,0.161290323,0.285714286,0,0.112359551,0.198019802,1.652155612,,17,22,5,,28,,0.6,0.6,0.6,0.8,1,0.8,0.6,0.4,0,0,0.2,0.6,,16,16,17,19,22,25,26,27,24,23,22,24,,,,-0.028890641,2.152219735,,,,0,0.303030303,0.263157895,0.476190476,0.833333333,0.37037037,0.322580645,-0.09403255,-0.126582278,-0.224719101,0,2.123329093,,0,0.303030303,0.263157895,0.476190476,0.833333333,0.37037037,0.322580645,0.09403255,0.126582278,0.224719101,0,3.013996952,28,,,,,0,0.303030303,0.526315789,0.714285714,0.625,0.185185185,0.161290323,-0.379746835,-0.126582278,-0.112359551,0.198019802,,2.094438452,,0,0.303030303,0.526315789,0.714285714,0.625,0.185185185,0.161290323,0.379746835,0.126582278,0.112359551,0.198019802,3.331815781,,28,,0,0,0.090909091,0.272727273,0.545454545,0.818181818,0.909090909,1,0.727272727,0.636363636,0.545454545,0.727272727,,16,27,11,,-0.6,-0.6,-0.509090909,-0.527272727,-0.454545455,0.018181818,0.309090909,0.6,0.727272727,0.636363636,0.345454545,0.127272727,,,,0.6,0.6,0.509090909,0.527272727,0.454545455,0.018181818,0.309090909,0.6,0.727272727,0.636363636,0.345454545,0.127272727,,,,20,22,1,0,2,5,2,2
SSO1,YPL232W,123,127,133,140,152,159,163,162,161,161,160,158,1799,,,1.379310345,-0.560747664,1.842105263,2.857142857,1.458333333,0.740740741,-0.161290323,-0.142857143,0,-0.112359551,-0.198019802,,7.102358058,,1.379310345,2.068965517,1.842105263,2.857142857,1.458333333,0.740740741,0.161290323,0.142857143,0,0.112359551,0.198019802,10.96112487,,123,163,40,,28,,0,0.1,0.25,0.425,0.725,0.9,1,0.975,0.95,0.95,0.925,0.875,,14,13,12,12,11,12,12,13,12,11,10,9,,,,7.102358058,-15.1855796,,,,-1.724137931,0.257717361,-1.842105263,-3.095238095,-1.25,-0.740740741,0.322580645,0.016274864,-0.126582278,0,0.099009901,-8.083221538,,1.724137931,0.257717361,1.842105263,3.095238095,1.25,0.740740741,0.322580645,0.016274864,0.126582278,0,0.099009901,9.47438708,28,,,,,-0.344827586,-0.303030303,0,-0.238095238,0.208333333,0,0.161290323,-0.126582278,-0.126582278,-0.112359551,-0.099009901,,-0.98086348,,0.344827586,0.303030303,0,0.238095238,0.208333333,0,0.161290323,0.126582278,0.126582278,0.112359551,0.099009901,1.720110792,,28,,1,0.8,0.6,0.6,0.4,0.6,0.6,0.8,0.6,0.4,0.2,0,,9,14,5,,1,0.7,0.35,0.175,-0.325,-0.3,-0.4,-0.175,-0.35,-0.55,-0.725,-0.875,,,,1,0.7,0.35,0.175,0.325,0.3,0.4,0.175,0.35,0.55,0.725,0.875,,,,150,12,13,9,1,4,3,1
MRPL15,YLR312W-A,37,37,37,35,33,30,27,23,25,25,25,23,357,,,0,0,-0.526315789,-0.476190476,-0.625,-0.555555556,-0.64516129,0.285714286,0,0,-0.198019802,,-2.740528628,,0,0,0.526315789,-0.476190476,0.625,0.555555556,0.64516129,0.285714286,0,0,0.198019802,2.359576247,,23,37,14,,28,,1,1,1,0.857142857,0.714285714,0.5,0.285714286,0,0.142857143,0.142857143,0.142857143,0,,6,6,6,7,6,7,7,6,5,5,5,6,,,,-2.740528628,5.525590546,,,,0,0,0.789473684,0.238095238,0.833333333,0.555555556,0.483870968,-0.412296564,0,0,0.297029703,2.785061918,,0,0,0.789473684,0.238095238,0.833333333,0.555555556,0.483870968,0.412296564,0,0,0.297029703,3.609655046,28,,,,,0,0,0.263157895,-0.238095238,0.208333333,0,-0.161290323,-0.126582278,0,0,0.099009901,,0.04453329,,0,0,0.263157895,0.238095238,0.208333333,0,0.161290323,0.126582278,0,0,0.099009901,1.096468968,,28,,0.5,0.5,0.5,1,0.5,1,1,0.5,0,0,0,0.5,,5,7,2,,-0.5,-0.5,-0.5,0.142857143,-0.214285714,0.5,0.714285714,0.5,-0.142857143,-0.142857143,-0.142857143,0.5,,,,0.5,0.5,0.5,0.142857143,0.214285714,0.5,0.714285714,0.5,0.142857143,0.142857143,0.142857143,0.5,,,,30,6,5,7,1,3,3,1
RPS6A,YPL090C,1551,1556,1559,1560,1556,1559,1552,1516,1525,1509,1470,1390,18303,,,1.724137931,-0.280373832,0.263157895,-0.952380952,0.625,-1.296296296,-5.806451613,1.285714286,-2.025316456,-4.382022472,-7.920792079,,-18.76562359,,1.724137931,1.034482759,0.263157895,-0.952380952,0.625,1.296296296,5.806451613,1.285714286,2.025316456,4.382022472,7.920792079,25.41099083,,1390,1560,170,,28,,0.947058824,0.976470588,0.994117647,1,0.976470588,0.994117647,0.952941176,0.741176471,0.794117647,0.7,0.470588235,0,,4737,4786,4835,4890,4944,4933,5031,5097,5042,4974,4901,4849,,,,-18.76562359,94.18837129,,,,15.17241379,15.12885868,14.21052632,13.80952381,-2.916666667,19.44444444,16.4516129,-8.247739602,-6.582278481,-3.820224719,2.772277228,75.42274771,,15.17241379,15.12885868,14.21052632,13.80952381,2.916666667,19.44444444,16.4516129,8.247739602,6.582278481,3.820224719,2.772277228,118.5565666,28,,,,,16.89655172,14.84848485,14.47368421,12.85714286,-2.291666667,18.14814815,10.64516129,-6.962025316,-8.607594937,-8.202247191,-5.148514851,,56.65712412,,16.89655172,14.84848485,14.47368421,12.85714286,2.291666667,18.14814815,10.64516129,6.962025316,8.607594937,8.202247191,5.148514851,119.081222,,28,,0,0.136111111,0.272222222,0.425,0.575,0.544444444,0.816666667,1,0.847222222,0.658333333,0.455555556,0.311111111,,4737,5097,360,,-0.947058824,-0.840359477,-0.721895425,-0.575,-0.401470588,-0.449673203,-0.13627451,0.258823529,0.053104575,-0.041666667,-0.01503268,0.311111111,,,,0.947058824,0.840359477,0.721895425,0.575,0.401470588,0.449673203,0.13627451,0.258823529,0.053104575,0.041666667,0.01503268,0.311111111,,,,1525,4918,0,0,7,9,1,7
