fbud,Feature.Systematic.Name,t7.8,t10.7,t14,t17.8,t22,t26.8,t32.2,t38.4,t45.4,t53.3,t62.2,t72.3,tRowSum,,hours,St7.8,St10.7,St14,St17.8,St22,St26.8,St32.2,St38.4,St45.4,St53.3,St62.2,,tDifSum,,absSt1,absSt2,absSt3,absSt4,absSt5,absSt6,absSt7,absSt8,absSt9,absSt10,absSt11,ABStsum,,tMin,tMax,tRange,,buds,,tn7.8,tn10.7,tn14,tn17.8,tn22,tn26.8,tn32.2,tn38.4,tn45.4,tn53.3,tn62.2,tn72.3,,p7.8,p10.7,p14,p17.8,p22,p26.8,p32.2,p38.4,p45.4,p53.3,p62.2,p72.3,,hours,,StSlopeDifs,pSopeDifs-tSlopeDifs,,,,Sp-St7.8,Sp-St10.7,Sp-St14,Sp-St17.8,Sp-St22,Sp-St26.8,Sp-St32.2,Sp-St38.4,Sp-St45.4,Sp-St53.3,Sp-St62.2,SpSlopeDifs,,ABSSp-St7.8,ABSSp-St10.7,ABSSp-St14,ABSSp-St17.8,ABSSp-St22,ABSSp-St26.8,ABSSp-St32.2,ABSSp-St38.4,ABSSp-St45.4,ABSSp-St53.3,ABSSp-St62.2,SumABSSp-St,buds,,,,,Sp7.8,Sp10.7,Sp14,Sp17.8,Sp22,Sp26.8,Sp32.2,Sp38.4,Sp45.4,Sp53.3,Sp62.2,,pSlopeSum,,ABSSp7.8,ABSSp10.7,ABSSp14,ABSSp17.8,ABSSp22,ABSSp26.8,ABSSp32.2,ABSSp38.4,ABSSp45.4,ABSSp53.3,ABSSp62.2,ABSpSlopeSome,,buds,,pn7.8,pn10.7,pn14,pn17.8,pn22,pn26.8,pn32.2,pn38.4,pn45.4,pn53.3,pn62.2,pn72.3,,pMin,pMax,pRange,,p-tn7.8,p-tn10.7,p-tn14,p-tn17.8,p-tn22,p-tn26.8,p-tn32.2,p-tn38.4,p-tn45.4,p-tn53.3,p-tn62.2,p-tn72.3,SDp-tn,,,ABSp-tn7.8,ABSp-tn10.7,ABSp-tn14,ABSp-tn17.8,ABSp-tn22,ABSp-tn26.8,ABSp-tn32.2,ABSp-tn38.4,ABSp-tn45.4,ABSp-tn53.3,ABSp-tn62.2,ABSp-tn72.3,SDABSp-t,,,tA,pA,tA/pA,tR/pR,Averages/Ranges,tM/tR,pM/pR,t/p
CWH41,YGL027C,23,23,23,22,22,22,22,23,23,23,23,23,272,,,0,0,-0.263157895,0,0,0,0.161290323,0,0,0,0,,-0.101867572,,0,0,0.263157895,0,0,0,0.161290323,0,0,0,0,0.424448217,,22,23,1,,23,,1,1,1,0,0,0,0,1,1,1,1,1,,27,28,28,28,28,28,29,29,32,33,32,28,,,,-0.101867572,0.731677875,,,,0.344827586,0,0.263157895,0,0,0.185185185,-0.161290323,0.379746835,0.126582278,-0.112359551,-0.396039604,0.629810303,,0.344827586,0,0.263157895,0,0,0.185185185,0.161290323,0.379746835,0.126582278,0.112359551,0.396039604,1.969189257,23,,,,,0.344827586,0,0,0,0,0.185185185,0,0.379746835,0.126582278,-0.112359551,-0.396039604,,0.527942731,,0.344827586,0,0,0,0,0.185185185,0,0.379746835,0.126582278,0.112359551,0.396039604,1.54474104,,23,,0,0.166666667,0.166666667,0.166666667,0.166666667,0.166666667,0.333333333,0.333333333,0.833333333,1,0.833333333,0.166666667,,27,33,6,,-1,-0.833333333,-0.833333333,0.166666667,0.166666667,0.166666667,0.333333333,-0.666666667,-0.166666667,0,-0.166666667,-0.833333333,-3.666666667,,,1,0.833333333,0.833333333,0.166666667,0.166666667,0.166666667,0.333333333,0.666666667,0.166666667,0,0.166666667,0.833333333,5.333333333,,,23,29,1,0,6,19,3,6
YCK1,YHR135C,68,67,67,67,67,66,66,69,68,68,69,72,814,,,-0.344827586,0,0,0,-0.208333333,0,0.483870968,-0.142857143,0,0.112359551,0.297029703,,0.197242159,,0.344827586,0,0,0,0.208333333,0,0.483870968,0.142857143,0,0.112359551,0.297029703,1.589278284,,66,72,6,,23,,0.333333333,0.166666667,0.166666667,0.166666667,0.166666667,0,0,0.5,0.333333333,0.333333333,0.5,1,,3,3,3,3,3,3,4,5,6,6,5,3,,,,0.197242159,-0.231805884,,,,0.344827586,0,0,0,0.208333333,0.185185185,-0.322580645,0.269439421,0,-0.224719101,-0.495049505,-0.034563725,,0.344827586,0,0,0,0.208333333,0.185185185,0.322580645,0.269439421,0,0.224719101,0.495049505,2.050134777,23,,,,,0,0,0,0,0,0.185185185,0.161290323,0.126582278,0,-0.112359551,-0.198019802,,0.162678434,,0,0,0,0,0,0.185185185,0.161290323,0.126582278,0,0.112359551,0.198019802,0.783437139,,23,,0,0,0,0,0,0,0.333333333,0.666666667,1,1,0.666666667,0,,3,6,3,,-0.333333333,-0.166666667,-0.166666667,-0.166666667,-0.166666667,0,0.333333333,0.166666667,0.666666667,0.666666667,0.166666667,-1,0,,,0.333333333,0.166666667,0.166666667,0.166666667,0.166666667,0,0.333333333,0.166666667,0.666666667,0.666666667,0.166666667,1,4,,,68,4,18,2,10,13,2,7
PUT1,YLR142W,158,166,176,186,204,205,204,209,220,247,293,364,2632,,,2.75862069,-0.934579439,2.631578947,4.285714286,0.208333333,-0.185185185,0.806451613,1.571428571,3.417721519,5.168539326,7.02970297,,26.75832663,,2.75862069,3.448275862,2.631578947,4.285714286,0.208333333,0.185185185,0.806451613,1.571428571,3.417721519,5.168539326,7.02970297,31.5115523,,158,364,206,,23,,0,0.038834951,0.087378641,0.13592233,0.223300971,0.22815534,0.223300971,0.247572816,0.300970874,0.432038835,0.655339806,1,,19,18,18,18,17,16,16,16,15,15,15,16,,,,26.75832663,-54.3354818,,,,-3.103448276,0.934579439,-2.631578947,-4.523809524,-0.416666667,0.185185185,-0.806451613,-1.69801085,-3.417721519,-5.168539326,-6.930693069,-27.57715517,,3.103448276,0.934579439,2.631578947,4.523809524,0.416666667,0.185185185,0.806451613,1.69801085,3.417721519,5.168539326,6.930693069,29.81668442,23,,,,,-0.344827586,0,0,-0.238095238,-0.208333333,0,0,-0.126582278,0,0,0.099009901,,-0.818828535,,0.344827586,0,0,0.238095238,0.208333333,0,0,0.126582278,0,0,0.099009901,1.016848337,,23,,1,0.75,0.75,0.75,0.5,0.25,0.25,0.25,0,0,0,0.25,,15,19,4,,1,0.711165049,0.662621359,0.61407767,0.276699029,0.02184466,0.026699029,0.002427184,-0.300970874,-0.432038835,-0.655339806,-0.75,1.177184466,,,1,0.711165049,0.662621359,0.61407767,0.276699029,0.02184466,0.026699029,0.002427184,0.300970874,0.432038835,0.655339806,0.75,5.453883495,,,219,17,13,57,0,2,5,0
ANT1,YPR128C,29,28,28,27,26,26,26,27,25,25,26,28,321,,,-0.344827586,0,-0.263157895,-0.238095238,0,0,0.161290323,-0.285714286,0,0.112359551,0.198019802,,-0.66012533,,0.344827586,0,0.263157895,-0.238095238,0,0,0.161290323,0.285714286,0,0.112359551,0.198019802,1.127274204,,25,29,4,,23,,1,0.75,0.75,0.5,0.25,0.25,0.25,0.5,0,0,0.25,0.75,,2,2,3,3,3,3,3,3,3,3,3,3,,,,-0.66012533,1.623280962,,,,0.344827586,0.303030303,0.263157895,0.238095238,0,0,-0.161290323,0.285714286,0,-0.112359551,-0.198019802,0.963155633,,0.344827586,0.303030303,0.263157895,0.238095238,0,0,0.161290323,0.285714286,0,0.112359551,0.198019802,1.906494983,23,,,,,0,0.303030303,0,0,0,0,0,0,0,0,0,,0.303030303,,0,0.303030303,0,0,0,0,0,0,0,0,0,0.303030303,,23,,0,0,1,1,1,1,1,1,1,1,1,1,,2,3,1,,-1,-0.75,0.25,0.5,0.75,0.75,0.75,0.5,1,1,0.75,0.25,4.75,,,1,0.75,0.25,0.5,0.75,0.75,0.75,0.5,1,1,0.75,0.25,8.25,,,27,3,9,4,3,9,4,2
APL6,YGR261C,26,25,24,23,21,19,19,19,18,18,19,21,252,,,-0.344827586,0.093457944,-0.263157895,-0.476190476,-0.416666667,0,0,-0.142857143,0,0.112359551,0.198019802,,-1.23986247,,0.344827586,0.344827586,0.263157895,-0.476190476,0.416666667,0,0,0.142857143,0,0.112359551,0.198019802,1.346525753,,18,26,8,,23,,1,0.875,0.75,0.625,0.375,0.125,0.125,0.125,0,0,0.125,0.375,,6,6,6,5,5,5,6,8,12,13,11,3,,,,-1.23986247,2.340445959,,,,0.344827586,-0.093457944,0,0.476190476,0.416666667,0.185185185,0.322580645,0.649186257,0.126582278,-0.337078652,-0.99009901,1.100583489,,0.344827586,0.093457944,0,0.476190476,0.416666667,0.185185185,0.322580645,0.649186257,0.126582278,0.337078652,0.99009901,3.9418547,23,,,,,0,0,-0.263157895,0,0,0.185185185,0.322580645,0.506329114,0.126582278,-0.224719101,-0.792079208,,-0.139278981,,0,0,0.263157895,0,0,0.185185185,0.322580645,0.506329114,0.126582278,0.224719101,0.792079208,2.420633427,,23,,0.3,0.3,0.3,0.2,0.2,0.2,0.3,0.5,0.9,1,0.8,0,,3,13,10,,-0.7,-0.575,-0.45,-0.425,-0.175,0.075,0.175,0.375,0.9,1,0.675,-0.375,0.5,,,0.7,0.575,0.45,0.425,0.175,0.075,0.175,0.375,0.9,1,0.675,0.375,5.9,,,21,7,3,1,4,3,1,2
YCR051W,YCR051W,137,140,143,146,149,151,150,143,146,150,155,162,1772,,,1.034482759,-0.280373832,0.789473684,0.714285714,0.416666667,-0.185185185,-1.129032258,0.428571429,0.506329114,0.561797753,0.693069307,,3.550085151,,1.034482759,1.034482759,0.789473684,0.714285714,0.416666667,0.185185185,1.129032258,0.428571429,0.506329114,0.561797753,0.693069307,7.493376628,,137,162,25,,23,,0,0.12,0.24,0.36,0.48,0.56,0.52,0.24,0.36,0.52,0.72,1,,44,41,37,31,22,14,13,17,35,41,34,6,,,,3.550085151,-14.79608874,,,,-2.068965517,-0.93174738,-2.368421053,-2.857142857,-2.083333333,0,1.774193548,1.849909584,0.253164557,-1.348314607,-3.465346535,-11.24600359,,2.068965517,0.93174738,2.368421053,2.857142857,2.083333333,0,1.774193548,1.849909584,0.253164557,1.348314607,3.465346535,19.00053897,23,,,,,-1.034482759,-1.212121212,-1.578947368,-2.142857143,-1.666666667,-0.185185185,0.64516129,2.278481013,0.759493671,-0.786516854,-2.772277228,,-7.695918442,,1.034482759,1.212121212,1.578947368,2.142857143,1.666666667,0.185185185,0.64516129,2.278481013,0.759493671,0.786516854,2.772277228,15.06219039,,23,,1,0.921052632,0.815789474,0.657894737,0.421052632,0.210526316,0.184210526,0.289473684,0.763157895,0.921052632,0.736842105,0,,6,44,38,,1,0.801052632,0.575789474,0.297894737,-0.058947368,-0.349473684,-0.335789474,0.049473684,0.403157895,0.401052632,0.016842105,-1,1.801052632,,,1,0.801052632,0.575789474,0.297894737,0.058947368,0.349473684,0.335789474,0.049473684,0.403157895,0.401052632,0.016842105,1,5.289473684,,,148,28,5,1,8,7,1,6
TMA108,YIL137C,20,20,20,19,20,20,20,21,18,16,14,12,220,,,0,0,-0.263157895,0.238095238,0,0,0.161290323,-0.428571429,-0.253164557,-0.224719101,-0.198019802,,-0.968247223,,0,0,0.263157895,0.238095238,0,0,0.161290323,0.428571429,0.253164557,0.224719101,0.198019802,1.767018344,,12,21,9,,23,,0.888888889,0.888888889,0.888888889,0.777777778,0.888888889,0.888888889,0.888888889,1,0.666666667,0.444444444,0.222222222,0,,55,55,55,56,59,62,64,66,66,69,70,69,,,,-0.968247223,4.624985555,,,,0,0,0.526315789,0.476190476,0.625,0.37037037,0.161290323,0.428571429,0.632911392,0.337078652,0.099009901,3.656738332,,0,0,0.526315789,0.476190476,0.625,0.37037037,0.161290323,0.428571429,0.632911392,0.337078652,0.099009901,3.656738332,23,,,,,0,0,0.263157895,0.714285714,0.625,0.37037037,0.322580645,0,0.379746835,0.112359551,-0.099009901,,2.68849111,,0,0,0.263157895,0.714285714,0.625,0.37037037,0.322580645,0,0.379746835,0.112359551,0.099009901,2.886510912,,23,,0,0,0,0.066666667,0.266666667,0.466666667,0.6,0.733333333,0.733333333,0.933333333,1,0.933333333,,55,70,15,,-0.888888889,-0.888888889,-0.888888889,-0.711111111,-0.622222222,-0.422222222,-0.288888889,-0.266666667,0.066666667,0.488888889,0.777777778,0.933333333,-2.711111111,,,0.888888889,0.888888889,0.888888889,0.711111111,0.622222222,0.422222222,0.288888889,0.266666667,0.066666667,0.488888889,0.777777778,0.933333333,7.244444444,,,18,62,0,0,2,2,1,2
HAT2,YEL056W,27,25,23,21,19,16,14,16,14,12,10,9,206,,,-0.689655172,0.186915888,-0.526315789,-0.476190476,-0.625,-0.37037037,0.322580645,-0.285714286,-0.253164557,-0.224719101,-0.099009901,,-3.04064312,,0.689655172,0.689655172,0.526315789,-0.476190476,0.625,0.37037037,0.322580645,0.285714286,0.253164557,0.224719101,0.099009901,3.609994518,,9,27,18,,23,,1,0.888888889,0.777777778,0.666666667,0.555555556,0.388888889,0.277777778,0.388888889,0.277777778,0.166666667,0.055555556,0,,18,18,17,16,14,13,13,14,15,14,13,10,,,,-3.04064312,4.582475302,,,,0.689655172,-0.489946191,0.263157895,0,0.416666667,0.37037037,-0.161290323,0.412296564,0.126582278,0.112359551,-0.198019802,1.541832182,,0.689655172,0.489946191,0.263157895,0,0.416666667,0.37037037,0.161290323,0.412296564,0.126582278,0.112359551,0.198019802,3.240344813,23,,,,,0,-0.303030303,-0.263157895,-0.476190476,-0.208333333,0,0.161290323,0.126582278,-0.126582278,-0.112359551,-0.297029703,,-1.498810938,,0,0.303030303,0.263157895,0.476190476,0.208333333,0,0.161290323,0.126582278,0.126582278,0.112359551,0.297029703,2.07455614,,23,,1,1,0.875,0.75,0.5,0.375,0.375,0.5,0.625,0.5,0.375,0,,10,18,8,,0,0.111111111,0.097222222,0.083333333,-0.055555556,-0.013888889,0.097222222,0.111111111,0.347222222,0.333333333,0.319444444,0,1.430555556,,,0,0.111111111,0.097222222,0.083333333,0.055555556,0.013888889,0.097222222,0.111111111,0.347222222,0.333333333,0.319444444,0,1.569444444,,,17,15,1,2,1,1,2,1
YJL055W,YJL055W,167,167,169,171,178,180,179,174,165,163,164,172,2049,,,0,-0.186915888,0.526315789,1.666666667,0.416666667,-0.185185185,-0.806451613,-1.285714286,-0.253164557,0.112359551,0.792079208,,0.796656353,,0,0.689655172,0.526315789,1.666666667,0.416666667,0.185185185,0.806451613,1.285714286,0.253164557,0.112359551,0.792079208,6.734258694,,163,180,17,,23,,0.235294118,0.235294118,0.352941176,0.470588235,0.882352941,1,0.941176471,0.647058824,0.117647059,0,0.058823529,0.529411765,,100,90,80,67,53,42,29,19,13,14,17,19,,,,0.796656353,-21.2360678,,,,-3.448275862,-2.843387142,-3.947368421,-5,-2.708333333,-2.222222222,-0.806451613,0.526220615,0.379746835,0.224719101,-0.594059406,-20.43941145,,3.448275862,2.843387142,3.947368421,5,2.708333333,2.222222222,0.806451613,0.526220615,0.379746835,0.224719101,0.594059406,22.70078455,23,,,,,-3.448275862,-3.03030303,-3.421052632,-3.333333333,-2.291666667,-2.407407407,-1.612903226,-0.759493671,0.126582278,0.337078652,0.198019802,,-19.6427551,,3.448275862,3.03030303,3.421052632,3.333333333,2.291666667,2.407407407,1.612903226,0.759493671,0.126582278,0.337078652,0.198019802,20.96611656,,23,,1,0.885057471,0.770114943,0.620689655,0.459770115,0.333333333,0.183908046,0.068965517,0,0.011494253,0.045977011,0.068965517,,13,100,87,,0.764705882,0.649763354,0.417173766,0.15010142,-0.422582826,-0.666666667,-0.757268425,-0.578093306,-0.117647059,0.011494253,-0.012846518,-0.460446247,-1.022312373,,,0.764705882,0.649763354,0.417173766,0.15010142,0.422582826,0.666666667,0.757268425,0.578093306,0.117647059,0.011494253,0.012846518,0.460446247,5.008789723,,,171,45,4,0,19,11,1,9
YMR099C,YMR099C,98,97,96,95,95,94,93,92,89,87,88,92,1116,,,-0.344827586,0.093457944,-0.263157895,0,-0.208333333,-0.185185185,-0.161290323,-0.428571429,-0.253164557,0.112359551,0.396039604,,-1.242673209,,0.344827586,0.344827586,0.263157895,0,0.208333333,0.185185185,0.161290323,0.428571429,0.253164557,0.112359551,0.396039604,2.697757048,,87,98,11,,23,,1,0.909090909,0.818181818,0.727272727,0.727272727,0.636363636,0.545454545,0.454545455,0.181818182,0,0.090909091,0.454545455,,310,320,328,334,334,309,293,276,273,265,253,236,,,,-1.242673209,-5.400307694,,,,3.793103448,2.33078448,1.842105263,0,-5,-2.777777778,-2.580645161,0.048824593,-0.759493671,-1.460674157,-2.079207921,-6.642980903,,3.793103448,2.33078448,1.842105263,0,5,2.777777778,2.580645161,0.048824593,0.759493671,1.460674157,2.079207921,22.67261647,23,,,,,3.448275862,2.424242424,1.578947368,0,-5.208333333,-2.962962963,-2.741935484,-0.379746835,-1.012658228,-1.348314607,-1.683168317,,-7.885654112,,3.448275862,2.424242424,1.578947368,0,5.208333333,2.962962963,2.741935484,0.379746835,1.012658228,1.348314607,1.683168317,22.78858542,,23,,0.755102041,0.857142857,0.93877551,1,1,0.744897959,0.581632653,0.408163265,0.37755102,0.295918367,0.173469388,0,,236,334,98,,-0.244897959,-0.051948052,0.120593692,0.272727273,0.272727273,0.108534323,0.036178108,-0.046382189,0.195732839,0.295918367,0.082560297,-0.454545455,0.587198516,,,0.244897959,0.051948052,0.120593692,0.272727273,0.272727273,0.108534323,0.036178108,0.046382189,0.195732839,0.295918367,0.082560297,0.454545455,2.182745826,,,93,294,0,0,7,9,1,7
MCK1,YNL307C,104,103,102,101,99,98,97,100,102,102,102,100,1210,,,-0.344827586,0.093457944,-0.263157895,-0.476190476,-0.208333333,-0.185185185,0.483870968,0.285714286,0,0,-0.198019802,,-0.81267108,,0.344827586,0.344827586,0.263157895,-0.476190476,0.208333333,0.185185185,0.483870968,0.285714286,0,0,0.198019802,1.837746165,,97,104,7,,23,,1,0.857142857,0.714285714,0.571428571,0.285714286,0.142857143,0,0.428571429,0.714285714,0.714285714,0.714285714,0.428571429,,164,166,168,172,176,180,184,183,174,174,177,188,,,,-0.81267108,6.625801278,,,,1.034482759,0.512602662,1.315789474,1.428571429,1.041666667,0.925925926,-0.64516129,-1.424954792,0,0.337078652,1.287128713,5.813130198,,1.034482759,0.512602662,1.315789474,1.428571429,1.041666667,0.925925926,0.64516129,1.424954792,0,0.337078652,1.287128713,9.953362363,23,,,,,0.689655172,0.606060606,1.052631579,0.952380952,0.833333333,0.740740741,-0.161290323,-1.139240506,0,0.337078652,1.089108911,,5.000459118,,0.689655172,0.606060606,1.052631579,0.952380952,0.833333333,0.740740741,0.161290323,1.139240506,0,0.337078652,1.089108911,7.601520775,,23,,0,0.083333333,0.166666667,0.333333333,0.5,0.666666667,0.833333333,0.791666667,0.416666667,0.416666667,0.541666667,1,,164,188,24,,-1,-0.773809524,-0.547619048,-0.238095238,0.214285714,0.523809524,0.833333333,0.363095238,-0.297619048,-0.297619048,-0.172619048,0.571428571,-0.821428571,,,1,0.773809524,0.547619048,0.238095238,0.214285714,0.523809524,0.833333333,0.363095238,0.297619048,0.297619048,0.172619048,0.571428571,5.833333333,,,101,176,1,0,7,15,2,7
SER1,YOR184W,427,421,413,406,394,394,397,407,405,399,388,371,4822,,,-2.068965517,0.747663551,-1.842105263,-2.857142857,0,0.555555556,1.612903226,-0.285714286,-0.759493671,-1.235955056,-1.683168317,,-7.816422634,,2.068965517,2.75862069,1.842105263,-2.857142857,0,0.555555556,1.612903226,0.285714286,0.759493671,1.235955056,1.683168317,9.945338724,,371,427,56,,23,,1,0.892857143,0.75,0.625,0.410714286,0.410714286,0.464285714,0.642857143,0.607142857,0.5,0.303571429,0,,1668,1637,1601,1550,1479,1454,1418,1392,1380,1346,1309,1270,,,,-7.816422634,-66.20173806,,,,-8.620689655,-11.65675446,-11.57894737,-14.04761905,-5.208333333,-7.222222222,-5.806451613,-1.233273056,-3.544303797,-2.921348315,-2.178217822,-74.01816069,,8.620689655,11.65675446,11.57894737,14.04761905,5.208333333,7.222222222,5.806451613,1.233273056,3.544303797,2.921348315,2.178217822,74.01816069,23,,,,,-10.68965517,-10.90909091,-13.42105263,-16.9047619,-5.208333333,-6.666666667,-4.193548387,-1.518987342,-4.303797468,-4.157303371,-3.861386139,,-81.83458332,,10.68965517,10.90909091,13.42105263,16.9047619,5.208333333,6.666666667,4.193548387,1.518987342,4.303797468,4.157303371,3.861386139,81.83458332,,23,,1,0.922110553,0.831658291,0.703517588,0.525125628,0.462311558,0.371859296,0.306532663,0.27638191,0.190954774,0.09798995,0,,1270,1668,398,,0,0.02925341,0.081658291,0.078517588,0.114411342,0.051597272,-0.092426418,-0.33632448,-0.330760948,-0.309045226,-0.205581479,0,-0.918700646,,,0,0.02925341,0.081658291,0.078517588,0.114411342,0.051597272,0.092426418,0.33632448,0.330760948,0.309045226,0.205581479,0,1.629576454,,,402,1459,0,0,6,8,1,6
CPA1,YOR303W,576,582,591,602,623,631,629,601,593,632,719,881,7660,,,2.068965517,-0.841121495,2.894736842,5,1.666666667,-0.37037037,-4.516129032,-1.142857143,4.936708861,9.775280899,16.03960396,,35.51148471,,2.068965517,3.103448276,2.894736842,5,1.666666667,0.37037037,4.516129032,1.142857143,4.936708861,9.775280899,16.03960396,51.51476757,,576,881,305,,23,,0,0.019672131,0.049180328,0.085245902,0.154098361,0.180327869,0.173770492,0.081967213,0.055737705,0.183606557,0.468852459,1,,362,359,356,351,343,336,338,339,331,318,315,334,,,,35.51148471,-78.22788548,,,,-3.103448276,-0.067969414,-4.210526316,-6.904761905,-3.125,0.740740741,4.677419355,0.130198915,-6.582278481,-10.11235955,-14.15841584,-42.71640077,,3.103448276,0.067969414,4.210526316,6.904761905,3.125,0.740740741,4.677419355,0.130198915,6.582278481,10.11235955,14.15841584,53.81311879,23,,,,,-1.034482759,-0.909090909,-1.315789474,-1.904761905,-1.458333333,0.37037037,0.161290323,-1.012658228,-1.64556962,-0.337078652,1.881188119,,-7.204916068,,1.034482759,0.909090909,1.315789474,1.904761905,1.458333333,0.37037037,0.161290323,1.012658228,1.64556962,0.337078652,1.881188119,12.03061369,,23,,1,0.936170213,0.872340426,0.765957447,0.595744681,0.446808511,0.489361702,0.510638298,0.340425532,0.063829787,0,0.404255319,,315,362,47,,1,0.916498082,0.823160098,0.680711545,0.44164632,0.266480642,0.31559121,0.428671085,0.284687827,-0.11977677,-0.468852459,-0.595744681,3.973072899,,,1,0.916498082,0.823160098,0.680711545,0.44164632,0.266480642,0.31559121,0.428671085,0.284687827,0.11977677,0.468852459,0.595744681,6.341820719,,,638,340,2,6,0,3,8,0
MRI1,YPR118W,78,77,77,77,76,78,79,79,79,80,80,81,941,,,-0.344827586,0,0,-0.238095238,0.416666667,0.185185185,0,0,0.126582278,0,0.099009901,,0.244521207,,0.344827586,0,0,-0.238095238,0.416666667,0.185185185,0,0,0.126582278,0,0.099009901,0.934176379,,76,81,5,,23,,0.4,0.2,0.2,0.2,0,0.4,0.6,0.6,0.6,0.8,0.8,1,,77,77,76,75,74,70,67,65,62,60,59,58,,,,0.244521207,-3.849076228,,,,0.344827586,-0.303030303,-0.263157895,0,-1.25,-0.740740741,-0.322580645,-0.379746835,-0.379746835,-0.112359551,-0.198019802,-3.604555021,,0.344827586,0.303030303,0.263157895,0,1.25,0.740740741,0.322580645,0.379746835,0.379746835,0.112359551,0.198019802,4.294210193,23,,,,,0,-0.303030303,-0.263157895,-0.238095238,-0.833333333,-0.555555556,-0.322580645,-0.379746835,-0.253164557,-0.112359551,-0.099009901,,-3.360033814,,0,0.303030303,0.263157895,0.238095238,0.833333333,0.555555556,0.322580645,0.379746835,0.253164557,0.112359551,0.099009901,3.360033814,,23,,1,1,0.947368421,0.894736842,0.842105263,0.631578947,0.473684211,0.368421053,0.210526316,0.105263158,0.052631579,0,,58,77,19,,0.6,0.8,0.747368421,0.694736842,0.842105263,0.231578947,-0.126315789,-0.231578947,-0.389473684,-0.694736842,-0.747368421,-1,0.726315789,,,0.6,0.8,0.747368421,0.694736842,0.842105263,0.231578947,0.126315789,0.231578947,0.389473684,0.694736842,0.747368421,1,7.105263158,,,78,68,1,0,4,16,4,4
ROT2,YBR229C,9,8,7,6,5,5,5,6,6,5,3,1,66,,,-0.344827586,0.093457944,-0.263157895,-0.238095238,0,0,0.161290323,0,-0.126582278,-0.224719101,-0.198019802,,-1.140653634,,0.344827586,0.344827586,0.263157895,-0.238095238,0,0,0.161290323,0,0.126582278,0.224719101,0.198019802,1.425329333,,1,9,8,,23,,1,0.875,0.75,0.625,0.5,0.5,0.5,0.625,0.625,0.5,0.25,0,,10,11,11,10,9,8,8,7,9,10,11,12,,,,-1.140653634,2.346374353,,,,0.689655172,-0.093457944,0,0,-0.208333333,0,-0.322580645,0.253164557,0.253164557,0.337078652,0.297029703,1.205720719,,0.689655172,0.093457944,0,0,0.208333333,0,0.322580645,0.253164557,0.253164557,0.337078652,0.297029703,2.454464563,23,,,,,0.344827586,0,-0.263157895,-0.238095238,-0.208333333,0,-0.161290323,0.253164557,0.126582278,0.112359551,0.099009901,,0.065067084,,0.344827586,0,0.263157895,0.238095238,0.208333333,0,0.161290323,0.253164557,0.126582278,0.112359551,0.099009901,1.806820662,,23,,0.6,0.8,0.8,0.6,0.4,0.2,0.2,0,0.4,0.6,0.8,1,,7,12,5,,-0.4,-0.075,0.05,-0.025,-0.1,-0.3,-0.3,-0.625,-0.225,0.1,0.55,1,-0.35,,,0.4,0.075,0.05,0.025,0.1,0.3,0.3,0.625,0.225,0.1,0.55,1,3.75,,,6,10,1,1,1,1,1,1
CCC1,YLR220W,60,62,65,68,73,75,76,73,72,75,83,99,881,,,0.689655172,-0.280373832,0.789473684,1.19047619,0.416666667,0.185185185,-0.483870968,-0.142857143,0.379746835,0.898876404,1.584158416,,5.227136612,,0.689655172,1.034482759,0.789473684,1.19047619,0.416666667,0.185185185,0.483870968,0.142857143,0.379746835,0.898876404,1.584158416,7.795449424,,60,99,39,,23,,0,0.051282051,0.128205128,0.205128205,0.333333333,0.384615385,0.41025641,0.333333333,0.307692308,0.384615385,0.58974359,1,,10,10,9,9,9,8,9,9,9,9,9,9,,,,5.227136612,-10.78045168,,,,-0.689655172,-0.022656471,-0.789473684,-1.19047619,-0.625,0,0.483870968,0.142857143,-0.379746835,-0.898876404,-1.584158416,-5.553315064,,0.689655172,0.022656471,0.789473684,1.19047619,0.625,0,0.483870968,0.142857143,0.379746835,0.898876404,1.584158416,6.806771285,23,,,,,0,-0.303030303,0,0,-0.208333333,0.185185185,0,0,0,0,0,,-0.326178451,,0,0.303030303,0,0,0.208333333,0.185185185,0,0,0,0,0,0.696548822,,23,,1,1,0.5,0.5,0.5,0,0.5,0.5,0.5,0.5,0.5,0.5,,8,10,2,,1,0.948717949,0.371794872,0.294871795,0.166666667,-0.384615385,0.08974359,0.166666667,0.192307692,0.115384615,-0.08974359,-0.5,2.371794872,,,1,0.948717949,0.371794872,0.294871795,0.166666667,0.384615385,0.08974359,0.166666667,0.192307692,0.115384615,0.08974359,0.5,4.320512821,,,73,9,8,24,0,3,6,0
